"Programme : Code";"Programme : Libellé";"Programme : Description";"Programme : Commentaire";"Programme : Etat";"Programme : Date de création";"Programme : Date de mise à jour";"Lieu : Identifiant";"Lieu : Mnémonique";"Lieu : Libellé";"Lieu : Etat";"Lieu : Date de mise à jour";"Programme : Moratoire";"Programme : Code SANDRE : Import";"Programme : Libellé SANDRE : Import";"Programme : Code SANDRE : Export";"Programme : Libellé SANDRE : Export";"Programme : Droit : Personne : Responsable : NOM Prénom : Liste";"Programme : Droit : Personne : Saisisseur : NOM Prénom : Liste";"Programme : Droit : Personne : Consultation Intégrale : NOM Prénom : Liste";"Programme : Droit : Personne : Consultation : NOM Prénom : Liste";"Programme : Droit : Personne : Valideur : NOM Prénom : Liste";"Programme : Droit : Service : Responsable : Code Libellé : Liste";"Programme : Droit : Service : Saisisseur : Code Libellé : Liste";"Programme : Droit : Service : Consultation Intégrale : Code Libellé : Liste";"Programme : Droit : Service : Consultation : Code Libellé : Liste";"Programme : Droit : Service : Valideur : Code Libellé : Liste"
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60008243";"152-P-014";"Station GCRMN 6 (GLO6)";"Actif";"08/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60008254";"152-P-025";"Plateau de l'Archipel Nord 7 (PN7)";"Actif";"08/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60010315";"038-P-034";"PNMIR D6";"Actif";"03/12/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60007674";"038-P-024";"PNMIR B2";"Actif";"13/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60008234";"152-P-005";"Grande Glorieuse 39 (GG39)";"Actif";"08/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60008255";"152-P-026";"Roches Vertes 1 - Pente interne (RV1)";"Actif";"08/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60010893";"152-P-037";"Plateau Nord 6 (PN6)";"Actif";"17/05/2019";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60007676";"037-P-065";"PNMIR B4";"Actif";"13/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60007661";"038-P-022";"Ile de Sein - Phare de Sein";"Actif";"13/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60008247";"152-P-018";"Ile du Lys 3 (LYS3)";"Actif";"08/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60008250";"152-P-021";"Plateau de l'Archipel Nord 3 (PN3)";"Actif";"08/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60010891";"152-P-035";"Glorieuses 3 (GLO3)";"Actif";"17/05/2019";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
"AAMP_PHYTOPLANCTON";"AAMP suivi du phytoplancton";"AAMP suivi du phytoplancton";"Coordination métropole : Annie BIROLLEAU (OFB) . Coordination Océan Indien : Magali DUVAL (Ifremer/DOI)";"Actif";"24/03/2015";"28/11/2024";"60007680";"038-P-025";"PNMIR D2";"Actif";"13/11/2018";"Non";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"0000000184";"Réseau de suivi de l'AAMP - Suivi du phytoplancton";"BIROLLEAU Annie|DUVAL Magali";"DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith";"BRUN Melanie|DURAND Gaetane|FARI Chloe|GAUTHIER Emilie|LAMOUREUX Alice|LEMARIE Judith|SOUDANT Dominique";"KERNINON Fanny";"MAUREL Laurence";"";"HYDROREUNION - Bureau d'études HYDROREUNION - Antenne de Saint-Denis, La Réunion|OFB-PNMI - Office Français de la Biodiversité - Parc Naturel Marin d'Iroise|OFB-PNMMAY - Office Français de la Biodiversité - Parc Naturel Marin de Mayotte";"";"";""
